S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
1684,02/10/2022 03:55:17,OEQ10,R_9XEEz9ZQoCNTIqx,One Message to Share Regarding Experience,She was simply excellent and I had full confidence in her work.,She was simply excellent and I had full confidence in her work.,,,,0,0,0,0,0,0,0,0,0
1685,02/10/2022 03:55:17,OEQ10,R_0xnTXPA8LzKE5DL,One Message to Share Regarding Experience,Thank goodness I reached Chris Davis at Agilent to get us the right part for this older machine and the installation instructions for the conversion. He knew his stuff. I guess the good news for Agilent is we have requested a budgetary quote for a complete replacement unit we are waiting on.,Thank goodness I reached Chris Davis at Agilent to get us the right part for this older machine and the installation instructions for the conversion. He knew his stuff. I guess the good news for Agilent is we have requested a budgetary quote for a complete replacement unit we are waiting on.,,,,0,0,0,0,0,0,0,0,0
1686,02/10/2022 03:55:17,OEQ10,R_1FxidMBC00T6yVv,One Message to Share Regarding Experience,SATIESFY WITH CURRENT SERVICE,SATIESFY WITH CURRENT SERVICE,,,,0,0,0,0,0,0,0,0,0
1687,02/10/2022 03:55:17,OEQ10,R_doIM6gcvGCTPFch,One Message to Share Regarding Experience,Speed up the recovery of micro-letters,Speed up the recovery of micro-letters,,,,0,0,0,0,0,0,0,0,0
1688,02/10/2022 03:55:17,OEQ10,R_eeQEoEjgUFHARqB,One Message to Share Regarding Experience,Not currently,Not currently,,,,0,0,0,0,0,0,0,0,0
1689,02/10/2022 03:55:17,OEQ10,R_6zzY7Svr83iJGdf,One Message to Share Regarding Experience,Technical support team awesome!!!!! Excellent service!!!!!,Technical support team awesome!!!!! Excellent service!!!!!,,,,0,0,0,0,0,0,0,0,0
1690,02/10/2022 03:55:17,OEQ10,R_54Pn4od9eXa8P3L,One Message to Share Regarding Experience,"Online help of often only complicated text, videos would be better. I know from other manufacturers.","Online help of often only complicated text, videos would be better. I know from other manufacturers.",,,,0,0,0,0,0,0,0,0,0
1691,02/10/2022 03:55:17,OEQ10,R_2gxWMitLFxNpYEJ,One Message to Share Regarding Experience,"Online diagnostics are biased, resulting in increased costs, or on-site maintenance is appropriate","Online diagnostics are biased, resulting in increased costs, or on-site maintenance is appropriate",,,,0,0,0,0,0,0,0,0,0
1692,02/10/2022 03:55:17,OEQ10,R_9Akp3Ht3BXBznQF,One Message to Share Regarding Experience,"Of this experience to them earlier, all continues equal, them Eng. of service have an information very different about what is requires do in them teams, us need that them teams have their maintenance and qualification in a time more fast since the load of work is accumulates day to day.","Of this experience to them earlier, all continues equal, them Eng. of service have an information very different about what is requires do in them teams, us need that them teams have their maintenance and qualification in a time more fast since the load of work is accumulates day to day.",,,,0,0,0,0,0,0,0,0,0
1693,02/10/2022 03:55:17,OEQ10,R_a2Y8lpYKY7IsZjD,One Message to Share Regarding Experience,"Scott is a wonder representative for Agilent, and I was so pleased to have him return for the most recent installation.  Thanks!","Scott is a wonder representative for Agilent, and I was so pleased to have him return for the most recent installation.  Thanks!",,,,0,0,0,0,0,0,0,0,0
1694,02/10/2022 03:55:17,OEQ10,R_1M7dGY43H6yKV2B,One Message to Share Regarding Experience,Sales team quite indifferent to customer needs and resources,Sales team quite indifferent to customer needs and resources,,,,0,0,0,0,0,0,0,0,0
1695,02/10/2022 03:55:17,OEQ10,R_bNlLHnariiDKsLz,One Message to Share Regarding Experience,Scott Selman was an exceptionally good field engineer that I would request again in a heartbeat.,Scott Selman was an exceptionally good field engineer that I would request again in a heartbeat.,,,,0,0,0,0,0,0,0,0,0
1696,02/10/2022 03:55:17,OEQ10,R_cAeMF5H8rsXV5Ln,One Message to Share Regarding Experience,Quick response and feedback.,Quick response and feedback.,,,,0,0,0,0,0,0,0,0,0
1697,02/10/2022 03:55:17,OEQ10,R_bji4ofIpwljLeVn,One Message to Share Regarding Experience,"Repair and after-sales service, and the life of the laser of a compact, portail, ATR today does not seem to be appropriate validated and contrasted to be a solution for analytics in the industry or laboratories of agricultural companies.","Repair and after-sales service, and the life of the laser of a compact, portail, ATR today does not seem to be appropriate validated and contrasted to be a solution for analytics in the industry or laboratories of agricultural companies.",,,,0,0,0,0,0,0,0,0,0
1698,02/10/2022 03:55:17,OEQ10,R_5aLUjRSaWWys80l,One Message to Share Regarding Experience,"My rep, Leslie Loberger, is always very helpful","My rep, Leslie Loberger, is always very helpful",,,,0,0,0,0,0,0,0,0,0
1699,02/10/2022 03:55:17,OEQ10,R_eG8m5w3RcDS6Nh3,One Message to Share Regarding Experience,New repairman but he did very well.,New repairman but he did very well.,,,,0,0,0,0,0,0,0,0,0
1700,02/10/2022 03:55:17,OEQ10,R_6QLwgllrLXMkaSV,One Message to Share Regarding Experience,Support representatives need to be more familiar with connections on the back of analytical instrumentation if they are support specialist for 1290 infinity ii systems.,Support representatives need to be more familiar with connections on the back of analytical instrumentation if they are support specialist for 1290 infinity ii systems.,,,,0,0,0,0,0,0,0,0,0
1701,02/10/2022 03:55:17,OEQ10,R_eCXbk1LmDTM8LGJ,One Message to Share Regarding Experience,Not a smooth process but happy with the result,Not a smooth process but happy with the result,,,,0,0,0,0,0,0,0,0,0
1702,02/10/2022 03:55:17,OEQ10,R_8zWEyE0NEto3Uax,One Message to Share Regarding Experience,"Some advice, and arrange for us thank you very much.","Some advice, and arrange for us thank you very much.",,,,0,0,0,0,0,0,0,0,0
1703,02/10/2022 03:55:17,OEQ10,R_3EElXW1An3WqeON,One Message to Share Regarding Experience,Provide quicker install options,Provide quicker install options,,,,0,0,0,0,0,0,0,0,0
1704,02/10/2022 03:55:17,OEQ10,R_3t9wDH1IBJVwC7X,One Message to Share Regarding Experience,purchase order section a bit confusing. didn't know Agilent would automatically retrieve the purchase order from the number i entered in. i thought i would have had to upload a file as well. that part wasn't too clear.,purchase order section a bit confusing. didn't know Agilent would automatically retrieve the purchase order from the number i entered in. i thought i would have had to upload a file as well. that part wasn't too clear.,,,,0,0,0,0,0,0,0,0,0
1705,02/10/2022 03:55:17,OEQ10,R_6tJwxVKdfFeU69L,One Message to Share Regarding Experience,Prompt action,Prompt action,,,,0,0,0,0,0,0,0,0,0
1706,02/10/2022 03:55:17,OEQ10,R_9Kz5Om5IGHplEJD,One Message to Share Regarding Experience,Very professional and helpful,Very professional and helpful,,,,0,0,0,0,0,0,0,0,0
1707,02/10/2022 03:55:17,OEQ10,R_6xSp6xPcXSL49rT,One Message to Share Regarding Experience,"Please improve the website. Make it easier to search. Find a way to make comparing products easier - explain why you would choose one of two similar products, e.g. two columns on a different sized cage. It is frustrating to have to ask the rep so many questions before making a ""simple"" choice.","Please improve the website. Make it easier to search. Find a way to make comparing products easier - explain why you would choose one of two similar products, e.g. two columns on a different sized cage. It is frustrating to have to ask the rep so many questions before making a ""simple"" choice.",,,,0,0,0,0,0,0,0,0,0
1708,02/10/2022 03:55:17,OEQ10,R_07Hh29SCKVdnxE9,One Message to Share Regarding Experience,Working time of height coordination and the problem of speedy elimination,Working time of height coordination and the problem of speedy elimination,,,,0,0,0,0,0,0,0,0,0
1709,02/10/2022 03:55:17,OEQ10,R_06BYrcCIyprm3Gt,One Message to Share Regarding Experience,"The more complicated was the reception of parts for repair. Courier services are very inefficient, I am aware that it is not a problem of Agilent, but it should be considered to give longer shipping times or a complaint directly in Messaging. DHL was","The more complicated was the reception of parts for repair. Courier services are very inefficient, I am aware that it is not a problem of Agilent, but it should be considered to give longer shipping times or a complaint directly in Messaging. DHL was",,,,0,0,0,0,0,0,0,0,0
1710,02/10/2022 03:55:17,OEQ10,R_5duseqecJMxo58x,One Message to Share Regarding Experience,Pity that older devices have more support!,Pity that older devices have more support!,,,,0,0,0,0,0,0,0,0,0
1711,02/10/2022 03:55:17,OEQ10,R_cBz4nZaXUtjwFcp,One Message to Share Regarding Experience,"The part of Agilent responsible for generating the quote were great. However, scheduling and delivery was not so good. I had asked Agilent to tell me when they shipped with tracking info, (on April 5 and 6) and they did not.  Finally, after I again asked Agilent for tracking information (on April 12), they finally provided it, and it turned out that the item had been shipped to us on April 4, arriving April 6, and had been misdelivered. We finally located it, but in the future, Agilent needs to be more responsive when customers request shippingfinformation.","The part of Agilent responsible for generating the quote were great. However, scheduling and delivery was not so good. I had asked Agilent to tell me when they shipped with tracking info, (on April 5 and 6) and they did not.  Finally, after I again asked Agilent for tracking information (on April 12), they finally provided it, and it turned out that the item had been shipped to us on April 4, arriving April 6, and had been misdelivered. We finally located it, but in the future, Agilent needs to be more responsive when customers request shippingfinformation.",,,,0,0,0,0,0,0,0,0,0
1712,02/10/2022 03:55:17,OEQ10,R_0p1VpEsjJreW017,One Message to Share Regarding Experience,"Quick and simple way to spare for the failure, and we are grateful.","Quick and simple way to spare for the failure, and we are grateful.",,,,0,0,0,0,0,0,0,0,0
1713,02/10/2022 03:55:17,OEQ10,R_3mGeCqGazNdAfK5,One Message to Share Regarding Experience,Phone support person was great in desire to help but didn't know the system and likely cause as well as I'd hope. Perhaps he should have reached out to someone who did.,Phone support person was great in desire to help but didn't know the system and likely cause as well as I'd hope. Perhaps he should have reached out to someone who did.,,,,0,0,0,0,0,0,0,0,0
1714,02/10/2022 03:55:17,OEQ10,R_0rIT9v5bouAYu4B,One Message to Share Regarding Experience,"You could torenakereba we are somehow engineer contact is reached, though, with the work power supply failed. (And in fact, explaining to the engineers who pointed out the parts probably soon) I was aware of in advance, so that part was caused by equipment inside the left part of the technician usually carry around, contact us. Please more careful in the future.","You could torenakereba we are somehow engineer contact is reached, though, with the work power supply failed. (And in fact, explaining to the engineers who pointed out the parts probably soon) I was aware of in advance, so that part was caused by equipment inside the left part of the technician usually carry around, contact us. Please more careful in the future.",,,,0,0,0,0,0,0,0,0,0
1715,02/10/2022 03:55:17,OEQ10,R_1Bt9bbHWKmVOK0Z,One Message to Share Regarding Experience,Please maintain good relation in future,Please maintain good relation in future,,,,0,0,0,0,0,0,0,0,0
1716,02/10/2022 03:55:17,OEQ10,R_0ofm2LRe1voQ4ux,One Message to Share Regarding Experience,very good technical,very good technical,,,,0,0,0,0,0,0,0,0,0
1717,02/10/2022 03:55:17,OEQ10,R_cGrHA8U37mnRL6Z,One Message to Share Regarding Experience,"Overall, working with Agilent is easy and information provided is valuable.","Overall, working with Agilent is easy and information provided is valuable.",,,,0,0,0,0,0,0,0,0,0
1718,02/10/2022 03:55:17,OEQ10,R_6lBNMOS1B4GPzoh,One Message to Share Regarding Experience,The on site technical reps are usually fabulous; it is Agilent the huge conglomerate and the administrative crap that is not good,The on site technical reps are usually fabulous; it is Agilent the huge conglomerate and the administrative crap that is not good,,,,0,0,0,0,0,0,0,0,0
1719,02/10/2022 03:55:17,OEQ10,R_8iyI3Imqx2ZomlT,One Message to Share Regarding Experience,Very friendly and patient service,Very friendly and patient service,,,,0,0,0,0,0,0,0,0,0
1720,02/10/2022 03:55:17,OEQ10,R_cxe7Lw48CrZyyGx,One Message to Share Regarding Experience,"The module exchange system is fine, but the Agilent CrossLab Group (Little Falls Service Center) comunication is to be improved.","The module exchange system is fine, but the Agilent CrossLab Group (Little Falls Service Center) comunication is to be improved.",,,,0,0,0,0,0,0,0,0,0
1721,02/10/2022 03:55:17,OEQ10,R_esobHEH5ytEp6ex,One Message to Share Regarding Experience,We replaced my 6890/5973 with the newest  models 7890B/5977A. Everything is basically the same BUT the pump is very LOUD compared to the old system. I purchased the quiet cover for 2K and it helped but was not told how much louder it was going to be compared to the older unit.,We replaced my 6890/5973 with the newest  models 7890B/5977A. Everything is basically the same BUT the pump is very LOUD compared to the old system. I purchased the quiet cover for 2K and it helped but was not told how much louder it was going to be compared to the older unit.,,,,0,0,0,0,0,0,0,0,0
1722,02/10/2022 03:55:17,OEQ10,R_cO6fhBUXZYq8FH7,One Message to Share Regarding Experience,Very bad service. Too many steps to buy. There is no communication between the sales people and the importer. Not given credit to the University. Takes too much to send the material even if the payment is made in advance.,Very bad service. Too many steps to buy. There is no communication between the sales people and the importer. Not given credit to the University. Takes too much to send the material even if the payment is made in advance.,,,,0,0,0,0,0,0,0,0,0
1723,02/10/2022 03:55:17,OEQ10,R_ePWeYQ3j2xuNkWx,One Message to Share Regarding Experience,"Very very complicated procedure of the order. After a decision for or against an option, Agilent wanted to create only again and again a new offer, which I had to match again and again with each previous so that Agilent was then eventually willing to accept the order. In the end, costs were hidden this from those in the first deals was never the speech.","Very very complicated procedure of the order. After a decision for or against an option, Agilent wanted to create only again and again a new offer, which I had to match again and again with each previous so that Agilent was then eventually willing to accept the order. In the end, costs were hidden this from those in the first deals was never the speech.",,,,0,0,0,0,0,0,0,0,0
1724,02/10/2022 03:55:17,OEQ10,R_aUYjwVutPoorDlr,One Message to Share Regarding Experience,"The phone tech support guy was very kind, helpful, and caring about solving my issue; no pressure or awkward feeling at all.","The phone tech support guy was very kind, helpful, and caring about solving my issue; no pressure or awkward feeling at all.",,,,0,0,0,0,0,0,0,0,0
1725,02/10/2022 03:55:17,OEQ10,R_bx4NeMJg0Nd0Z0h,One Message to Share Regarding Experience,very helpful when we were running out - got the product to us quickly,very helpful when we were running out - got the product to us quickly,,,,0,0,0,0,0,0,0,0,0
1726,02/10/2022 03:55:17,OEQ10,R_6upuXdoR8GpGgkt,One Message to Share Regarding Experience,Your engineers are very professional.,Your engineers are very professional.,,,,0,0,0,0,0,0,0,0,0
1727,02/10/2022 03:55:17,OEQ10,R_3aBgsmsUkhzJZ4x,One Message to Share Regarding Experience,Very Happy that we are getting satisfactory reply whenever we are contacting Agilent services,Very Happy that we are getting satisfactory reply whenever we are contacting Agilent services,,,,0,0,0,0,0,0,0,0,0
1728,02/10/2022 03:56:15,OEQ10,R_3MhVYvR5INhFWuS,One Message to Share Regarding Experience,Best instrument,Best instrument,,,,0,0,0,0,0,0,0,0,0
1729,02/10/2022 03:56:15,OEQ10,R_2ZNyPcel72hDAKY,One Message to Share Regarding Experience,"High quality, reliable product and very fast shipping time.","High quality, reliable product and very fast shipping time.",,,,0,0,0,0,0,0,0,0,0
1730,02/10/2022 03:56:15,OEQ10,R_1pSDkXRvsysPwTG,One Message to Share Regarding Experience,I have learned to check with my saleperson before ordering. Sometime the online price is higher that the quoted.,I have learned to check with my saleperson before ordering. Sometime the online price is higher that the quoted.,,,,0,0,0,0,0,0,0,0,0
1731,02/10/2022 03:56:15,OEQ10,R_xhNcO4DHTIzdB1n,One Message to Share Regarding Experience,Nice experience,Nice experience,,,,0,0,0,0,0,0,0,0,0
1732,02/10/2022 03:56:15,OEQ10,R_1mUliIUBS66lc0r,One Message to Share Regarding Experience,Increase overall library of pesticide standards please.,Increase overall library of pesticide standards please.,,,,0,0,0,0,0,0,0,0,0
1733,02/10/2022 03:56:15,OEQ10,R_1lyDMKJjE1FYlX9,One Message to Share Regarding Experience,Great service as always!!,Great service as always!!,,,,0,0,0,0,0,0,0,0,0
1734,02/10/2022 03:56:15,OEQ10,R_1dKoH6PcJRySvwt,One Message to Share Regarding Experience,Keith was extremely prompt to respond and very helpful,Keith was extremely prompt to respond and very helpful,,,,0,0,0,0,0,0,0,0,0
1735,02/10/2022 03:56:15,OEQ10,R_1GHRlvIGL3Nzrkj,One Message to Share Regarding Experience,"Kiitos nopeasta toimituksesta, milloin asennus","Thanks for the fast delivery, when installation",,,,0,0,0,0,0,0,0,0,0
1736,02/10/2022 03:56:15,OEQ10,R_1Qi2EgCdlgT1JS1,One Message to Share Regarding Experience,I am glad to work with Agilent personal,I am glad to work with Agilent personal,,,,0,0,0,0,0,0,0,0,0
1737,02/10/2022 03:56:15,OEQ10,R_1d3LbPObTjYJndC,One Message to Share Regarding Experience,It's always easy to get information and order from Agilent.,It's always easy to get information and order from Agilent.,,,,0,0,0,0,0,0,0,0,0
1738,02/10/2022 03:56:15,OEQ10,R_3Mg2bFPLa5PE3iA,One Message to Share Regarding Experience,great support,great support,,,,0,0,0,0,0,0,0,0,0
1739,02/10/2022 03:56:15,OEQ10,R_yCTq4J9eqBbxoDn,One Message to Share Regarding Experience,Los tiempos de respuesta siempre son oportunos,Response times are always on time,,,,0,0,0,0,0,0,0,0,0
1740,02/10/2022 03:56:15,OEQ10,R_yxONuHYZG99AGLn,One Message to Share Regarding Experience,N/A.,N/A.,,,,0,0,0,0,0,0,0,0,0
1741,02/10/2022 03:56:15,OEQ10,R_24l1n5ToW1mzG1o,One Message to Share Regarding Experience,"La posible compra era para un acoplamiento FTIR-Microscopio, (No UV-Vis). Y lo que me desalentó es que la solución presentada no estaba en total control de Agilent. Dependía de otro proveedor.","The possible purchase was for an FTIR-Microscope coupling, (Not UV-Vis). And what discouraged me is that the solution presented was not in full control of Agilent. It depended on another supplier.",,,,0,0,0,0,0,0,0,0,0
1742,02/10/2022 03:56:15,OEQ10,R_1KyhY7pJhn0jTfz,One Message to Share Regarding Experience,"I think my overall experience with Agilent is great! The account manager, Amanda Blair, was awesome! She was super helpful and very informative! However, it is hard to know the exact shipping based on Amanda. It will be a plus if we can know the shipping time for those frequent order stuffs.","I think my overall experience with Agilent is great! The account manager, Amanda Blair, was awesome! She was super helpful and very informative! However, it is hard to know the exact shipping based on Amanda. It will be a plus if we can know the shipping time for those frequent order stuffs.",,,,0,0,0,0,0,0,0,0,0
1743,02/10/2022 03:56:15,OEQ10,R_3dRqIMJeDSVGb2W,One Message to Share Regarding Experience,Great company to work with!,Great company to work with!,,,,0,0,0,0,0,0,0,0,0
1744,02/10/2022 03:56:15,OEQ10,R_3lsODIeg7ToYVyM,One Message to Share Regarding Experience,Many thanks as always to Richard De La Haye for his excellent help and support,Many thanks as always to Richard De La Haye for his excellent help and support,,,,0,0,0,0,0,0,0,0,0
1745,02/10/2022 03:56:15,OEQ10,R_Z37L3x5zgW6mDkd,One Message to Share Regarding Experience,Miellyttävä ja asiantunteva myyjä Ossian Saris,Pleasant and knowledgeable seller Ossian Saris,,,,0,0,0,0,0,0,0,0,0
1746,02/10/2022 03:56:15,OEQ10,R_2wNPQoiMBt4pkQy,One Message to Share Regarding Experience,"I would like to thanks the Kprime team from Alberta (Canada): Isabela de la Rosa, Jeff Kelly, Anne Le Borgne (Quebec)Thanks to Kristopher Skelly and Mark Siwek.I always have an excellent customer support with these people.","I would like to thanks the Kprime team from Alberta (Canada): Isabela de la Rosa, Jeff Kelly, Anne Le Borgne (Quebec)Thanks to Kristopher Skelly and Mark Siwek.I always have an excellent customer support with these people.",,,,0,0,0,0,0,0,0,0,0
1747,02/10/2022 03:56:15,OEQ10,R_24MnZnVYAZJdR76,One Message to Share Regarding Experience,I really like how fast Agilent responded after I submitted the PO for service renewal. Almost instantaneous,I really like how fast Agilent responded after I submitted the PO for service renewal. Almost instantaneous,,,,0,0,0,0,0,0,0,0,0
1748,02/10/2022 03:56:15,OEQ10,R_vULE5zFuWLA3u4V,One Message to Share Regarding Experience,mei,mei,,,,0,0,0,0,0,0,0,0,0
1749,02/10/2022 03:56:15,OEQ10,R_21nAdeVLPSyrh3T,One Message to Share Regarding Experience,I like Agilents Instruments,I like Agilents Instruments,,,,0,0,0,0,0,0,0,0,0
1750,02/10/2022 03:56:15,OEQ10,R_3IS5Y4FqfUOAGEj,One Message to Share Regarding Experience,"if you show parts in stock, I expect them to be shipped within a day or two.","if you show parts in stock, I expect them to be shipped within a day or two.",,,,0,0,0,0,0,0,0,0,0
1751,02/10/2022 03:56:15,OEQ10,R_OBF5O7fUzxaai9b,One Message to Share Regarding Experience,"Muy buena disponibilidad del personal, todas las dudas fueron resueltas en tiempo y con información suficiente.","Very good availability of the staff, all questions were resolved in time and with sufficient information.",,,,0,0,0,0,0,0,0,0,0
1752,02/10/2022 03:56:10,OEQ10,R_3KwQk1hgqq3k1l7,One Message to Share Regarding Experience,"Yhteydenpidosta Antti Lehtosen kanssa jäi erittäin positiivinen maku. Sain kaikkiin kysymyksiini vastaukset, ja asia hoidettiin ripeästi.","The contact with Antti Lehtonen left a very positive taste. I got answers to all my questions, and the matter was handled promptly.",,,,0,0,0,0,0,0,0,0,0
1753,02/10/2022 03:56:10,OEQ10,R_8HpF7io0zsSDDCF,One Message to Share Regarding Experience,"Main problem has been resolved but support responsiveness is, in general, very poor.","Main problem has been resolved but support responsiveness is, in general, very poor.",,,,0,0,0,0,0,0,0,0,0
1754,02/10/2022 03:56:10,OEQ10,R_21zboJG4UUZTxTY,One Message to Share Regarding Experience,ok,ok,,,,0,0,0,0,0,0,0,0,0
1755,02/10/2022 03:56:10,OEQ10,R_2EgISpzvvKDSynz,One Message to Share Regarding Experience,?????????????,We will communicate further after installation and use.,,,,0,0,0,0,0,0,0,0,0
1756,02/10/2022 03:56:10,OEQ10,R_3R4RrpI8f3wiTc2,One Message to Share Regarding Experience,Expediency on my requested information/quote,Expediency on my requested information/quote,,,,0,0,0,0,0,0,0,0,0
1757,02/10/2022 03:56:10,OEQ10,R_2wFCgEDhCmQWuzW,One Message to Share Regarding Experience,"Be slightly clearer about which MSD parts fit which MSDs. Not just whether they are perfect, but whether they work.","Be slightly clearer about which MSD parts fit which MSDs. Not just whether they are perfect, but whether they work.",,,,0,0,0,0,0,0,0,0,0
1758,02/10/2022 03:56:10,OEQ10,R_1Fb0DPXaqGh4UhG,One Message to Share Regarding Experience,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,"I heard from a person who happened to come in for repairs right after renewing his contract that he wouldn't be able to get consumables as easily as before. The content of the contract will not change, and it may be the same as it has been written for a while, but it has been passed through internal approval based on past performance, so if the rules change, I would like an explanation at the time of the change. .",,,,0,0,0,0,0,0,0,0,0
1759,02/10/2022 03:56:10,OEQ10,R_1hA29sWdbEYqJko,One Message to Share Regarding Experience,??????????????????????????????????????????????????,"Tianjin Bureau Veritas and Agilent have cooperated for many years. Now every time you place an order, you need to sign a contract before supplying the goods. The previous process was to communicate directly with the sales manager before shipping.",,,,0,0,0,0,0,0,0,0,0
1760,02/10/2022 03:56:10,OEQ10,R_9BHzzqcLk28a3IZ,One Message to Share Regarding Experience,Excellent Service given by agilent,Excellent Service given by agilent,,,,0,0,0,0,0,0,0,0,0
1761,02/10/2022 03:56:10,OEQ10,R_27yArzUnPGdWf3Q,One Message to Share Regarding Experience,la rapidez en la entrega de pedido,speed of order delivery,,,,0,0,0,0,0,0,0,0,0
1762,02/10/2022 03:56:10,OEQ10,R_3GfxdqzyHP1W9I0,One Message to Share Regarding Experience,"good experience, but can not deduct tax for tax exempt organization in quote or online ordering.","good experience, but can not deduct tax for tax exempt organization in quote or online ordering.",,,,0,0,0,0,0,0,0,0,0
1763,02/10/2022 03:56:10,OEQ10,R_299PUgeKd0IGazm,One Message to Share Regarding Experience,"As a customer in the optics business, Agilent needs to focus on the needs of customers in the optics businees even though optics is proably a small part of the overall VIS/NIR busness. Focusing on the needs of the optical coating indutry will improve VIS/NIR capabilities.","As a customer in the optics business, Agilent needs to focus on the needs of customers in the optics businees even though optics is proably a small part of the overall VIS/NIR busness. Focusing on the needs of the optical coating indutry will improve VIS/NIR capabilities.",,,,0,0,0,0,0,0,0,0,0
1764,02/10/2022 03:56:10,OEQ10,R_10vMIYy9MJakaME,One Message to Share Regarding Experience,Response from Agilent was excellent and quick.,Response from Agilent was excellent and quick.,,,,0,0,0,0,0,0,0,0,0
1765,02/10/2022 03:56:10,OEQ10,R_Xk8uRPOFy9M3UYN,One Message to Share Regarding Experience,Muchas Gracias,Thank you so much,,,,0,0,0,0,0,0,0,0,0
1766,02/10/2022 03:56:10,OEQ10,R_2xRdMqs1mVKF9sB,One Message to Share Regarding Experience,Det kan vara att man missar att ni vill ha ordern bekräftat innan den går och om man inte öppnar mailet tror man att det bara är en orderbekräftelse men man lär sig..,"It could be that you miss that you want the order confirmed before it goes and if you don't open the email, you think it's just an order confirmation, but you learn..",,,,0,0,0,0,0,0,0,0,0
1767,02/10/2022 03:56:10,OEQ10,R_XvSRY2O9n5WvWxP,One Message to Share Regarding Experience,Keep up with the good work,Keep up with the good work,,,,0,0,0,0,0,0,0,0,0
1768,02/10/2022 03:56:10,OEQ10,R_2QDJmWLlqwGSwvw,One Message to Share Regarding Experience,"I've been going back and forth with Agilent for almost a month now trying to get my pumps serviced. The first contact kept trying to get my serial numbers for every part of my system when I was clear which pumps I needed serviced. Finally after going back and forth with her with quotes that didn't fit my needs, I was told I needed to contact trade services. The back and forth started again, and again I was recommended very expensive service that was not what I requested. I still have not been quoted a plan that addresses my needs and only my needs. They keep trying to sell me on more.","I've been going back and forth with Agilent for almost a month now trying to get my pumps serviced. The first contact kept trying to get my serial numbers for every part of my system when I was clear which pumps I needed serviced. Finally after going back and forth with her with quotes that didn't fit my needs, I was told I needed to contact trade services. The back and forth started again, and again I was recommended very expensive service that was not what I requested. I still have not been quoted a plan that addresses my needs and only my needs. They keep trying to sell me on more.",,,,0,0,0,0,0,0,0,0,0
1769,02/10/2022 03:56:10,OEQ10,R_1MMz4zz7N4PTCYN,One Message to Share Regarding Experience,"After 30 years of brand loyalty, we're done with agilent after this lousy treatment. Agilent seems to have lost their customer-first attitude that once characterized them and bought  my loyalty. Being in an academic institution and teaching instrumentation means that 30 potential customers per year will hear the lecture about purchasing instruments goes beyond sales and includes aftermarket service and support. This experience will be highlighted.","After 30 years of brand loyalty, we're done with agilent after this lousy treatment. Agilent seems to have lost their customer-first attitude that once characterized them and bought  my loyalty. Being in an academic institution and teaching instrumentation means that 30 potential customers per year will hear the lecture about purchasing instruments goes beyond sales and includes aftermarket service and support. This experience will be highlighted.",,,,0,0,0,0,0,0,0,0,0
1770,02/10/2022 03:56:10,OEQ10,R_1gqeGD04Rb0iVMt,One Message to Share Regarding Experience,???????????????????????????????????????????????????????????????????????????????????????????????,"To begin with, without a maintenance contract, it would take time to recover from equipment failures, leading to production and shipping delays. Therefore, I signed a contract to confirm the validity of the maintenance contract. Is it not possible to increase SE as a fundamental solution?",,,,0,0,0,0,0,0,0,0,0
1771,02/10/2022 03:56:10,OEQ10,R_1po3CVaOhNv7GiB,One Message to Share Regarding Experience,Delivery and setup time frame not acceptable.  Instruments from other vendors showed up within a week and are ready for installation.Poor coordination,Delivery and setup time frame not acceptable.  Instruments from other vendors showed up within a week and are ready for installation.Poor coordination,,,,0,0,0,0,0,0,0,0,0
1772,02/10/2022 03:56:10,OEQ10,R_2sQKGSj83u4gLpo,One Message to Share Regarding Experience,????SMART CARD FOR 5973MS ?? ???????????????????MASS?????????,"Can I get SMART CARD FOR 5973MS? Ours is broken, but we don’t have to replace it, and we don’t have money to buy a new MASS. Can we think of a way?",,,,0,0,0,0,0,0,0,0,0
1773,02/10/2022 03:56:10,OEQ10,R_Z8EqR2dgOcUtjah,One Message to Share Regarding Experience,Excellent customer service,Excellent customer service,,,,0,0,0,0,0,0,0,0,0
1774,02/10/2022 03:56:10,OEQ10,R_1FS2lJRag5i49g4,One Message to Share Regarding Experience,ATENCION RAPIDA Y EFECTIVA A LAS NECESIDADES DEL CLIENTE,FAST AND EFFECTIVE ATTENTION TO CUSTOMER NEEDS,,,,0,0,0,0,0,0,0,0,0
1775,02/10/2022 03:56:10,OEQ10,R_Rnyx4YhglUsTGyR,One Message to Share Regarding Experience,I wish I would get order confirmation emails when I order through UNC's ePro system.,I wish I would get order confirmation emails when I order through UNC's ePro system.,,,,0,0,0,0,0,0,0,0,0
1776,02/10/2022 03:56:10,OEQ10,R_1g22KiZqQSyd7gS,One Message to Share Regarding Experience,fast feedback from the sales agent,fast feedback from the sales agent,,,,0,0,0,0,0,0,0,0,0
1777,09/11/2022 02:40:13,OEQ10,R_ST1ZSwMPdq7sXap,What one messagewould you like to share regarding your experience?,Everything was front and Center,Everything was front and Center,,,,0,0,0,0,0,0,0,0,0
